company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
Method & Madness,1970,Mumbai,Real Estate and Property Technology,Method & Madness Technology operates as a real-estate tech company.,Aditya Jhaveri,Justin Mateen,2000000.0,validation,2021-01-01
EduFund,1970,Gujarat,Fintech,Changing the way Indians evaluate and plan higher education,"Arindam Sengupta, Eela Dubey",View Trade Holding Corp,300000.0,validation,2021-01-01
Pepperfry,1970,Mumbai,Business-to-Business E-commerce,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,"Ambareesh Murty, Ashish Shah","InnoVen Capital, Bertelsmann India Investments",30000000.0,others,2021-01-01
Zingavita,1970,Chandigarh,Healthcare,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.","Rohit Anand, Sachin Goel",Anicut Angel Fund,400000.0,others,2021-01-01
Hypd Store,1970,Delhi,Content,"A shop worthy content platform, personalized!","Ashwarya Garg, Akshay Bhatnagar",ScoopWhoop,0.0,validation,2021-01-01
VerSe Innovation,1970,Bangalore,Innovation Management,Owner of Dailyhunt App and I-Pay,Virendra Gupta,"Canaan Valley Capital, Glade Brook Capital Partners",1000000000.0,early traction,2021-01-01
Supersourcing,1970,Indore,Computer Software,Build your next app or website with our exclusive network of certified IT companies.,"Mayank Pratap Singh, Aditi Chaurasia","Vijay Shekhar Sharma, Dr Ritesh Malik",200000.0,validation,2021-01-01
AutomataPi,1970,Powai,Automation,AutomataPi is a next generation cognitive business process automation engine.,"Devesh Rao, Manjeet Khopkar, Rahul Hattangdi",Indian Angel Network,400000.0,validation,2021-01-01
Newton School,1970,Bangalore,Education Technology,Newton School is a platform to learn and develop skills that you need for your best Tech career.,"Nishant Chandra, Siddharth Maheshwari","RTP Global, Harshil Mathur",5000000.0,early traction,2021-01-01
TenderCuts,1970,Chennai,Food and Beverages,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",Nishanth Chandran,"Paragon Partners, NABVENTURES",15000000.0,others,2021-01-01
Siply,1970,Bangalore,Fintech,Siply Services operates as a micro-savings platform.,"Sousthav Chakrabarty, Anil Bhat",Inflection Point Ventures,1000000.0,validation,2021-01-01
SarvaGram,1970,Mumbai,Fintech,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,"Utpal Isser, Sameer Mishra",Elevation Capital,10000000.0,early traction,2021-01-01
Unlu,1970,Gurgaon,Celebrity Engagement,Personalised Video Shoutout from top celebrities,"Akshay Pruthi, Anurag Dalia, Himanshu Periwal, Vipul Agrawal",EXPERT DOJO,1000000.0,validation,2021-01-01
GlobalFair,1970,Gurgaon,Financial Services,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,validation,2021-01-01
Eduvanz,1970,Mumbai,Fintech,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.","Atul Sashittal, Raheel Shah, Varun Chopra","InCred Financial Services, Vivriti Capital, Northern Arc Capital",10000000.0,others,2021-01-01
OwO,1970,Gurgaon,Business-to-Business E-commerce,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",Hardev Sahu,ah! Ventures,200000.0,others,2021-01-01
Progcap,1970,Delhi,Fintech,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,"Pallavi Shrivastava, Himanshu Chandra","Somak Ghosh, M V Nair",1000000.0,others,2021-01-01
ABL Workspaces,1970,Delhi,Hospitality,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,"Ankur Gupta, Akshita Gupta",Wurk,600000.0,early traction,2021-01-01
Nazara Technologies,1970,Mumbai,Gaming,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",Nitish Mittersain,"Plutus Wealth Management, Turtle Entertainment",10000000.0,others,2021-01-01
Scentials,1970,Mumbai,"Cosmetics, Personal Care, and Beauty Products",Scentials is building a unique beauty brands studio platform,"Mahesh Bhupathi, Jinesh Mehta","Ambiga Subramanian, Goutham Ekollu",6000000.0,others,2021-01-01
SplashLearn,1970,Gurgaon,Education Technology,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,"Arpit Jain, Joy Deep Nath, Mayank Jain, Umang Jain","Accel, Owl Ventures",18000000.0,early traction,2021-01-01
Maya,1970,Bangalore,Healthcare,Maya enables women to keep track of their health via a mobile application.,John Paul,Rajan Anadan,2200000.0,validation,2021-01-01
GoTo,1970,Ghaziabad,Transportation and Mobility,Real Time Intercity City Transit Platform For 1.25 Bn People In India,"Akhilesh Sagar, Harsh Vardhan Sharma",Jesse Lucas,150000.0,others,2021-01-01
MediBuddy,1970,Bangalore,Healthcare,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,"atish Kannan, Enbasekar","IDFC Private Equity, Bessemer Venture Partners",40000000.0,early traction,2021-01-01
Zetwerk,1970,Bangalore,Business-to-Business E-commerce,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary","Sequoia Capital India, Accel",120000000.0,early traction,2021-01-01
Remedico,1970,Hyderabad,Healthcare,Remedico is a Mobile healthcare,Ranjit Bhatia,"Venture Catalysts, Tahseen Consulting",500000.0,others,2021-01-01
PrepBytes,1970,Gurgaon,Education Technology,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,"Aditya Bhushan Verma, Mamta Kumari",Equanimity Ventures,0.0,others,2021-01-01
SATYA MicroCapital,1970,Delhi,Fintech,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,Vivek Tiwari,"BlueOrchard Finance S A, Gojo & Company",20000000.0,others,2021-01-01
YourPhysio,1970,Nagpur,Healthcare,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,"Dr Sheetal Mundhada, Ashutosh Mundhada","Better Capital, Titan Capital",350000.0,validation,2021-01-01
Aviom Housing Finance,1970,Delhi,Fintech,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,Kajal Ilmi,Gojo & Company,1000000.0,others,2021-01-01
Hemp Horizons,1970,Noida,Cannabis startup,Cannabis and Hemp company,Rohit Shah,Mumbai Angels,200000.0,validation,2021-01-01
MPL,1970,Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",95000000.0,others,2021-01-01
Koo,1970,Bangalore,Blogging,Koo App operates as a microblogging app.,"Mayank Bidawatka, Aprameya Radhakrishna","3one4 Capital, Accel",4100000.0,early traction,2021-01-01
InnerHour,1970,Mumbai,Healthcare,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,Amit Malik,"Hitesh Oberoi, Lightbox",5200000.0,early traction,2021-01-01
Origo,1970,Gurgaon,Agricultural Technology,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.","Sunoor Kaul, Mayank Dhanuka",YES Bank,10000000.0,others,2021-01-01
ExMyB,1970,Gurgaon,Consulting,ExMyB provides financial service and consulting services.,Nishant Behl,Campus Fund,0.0,validation,2021-01-01
Elucidata,1970,Delhi,BioTechnology,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,"Abhishek Jha, Richard Kibbey, Swetabh Pathak",Hyperplane Venture Capital,5000000.0,early traction,2021-01-01
Saveo,1970,Bangalore,Healthcare,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,"Amit Kumar, Anurag Savarnya, Shivansh Shrivastava, Vivek Jaiswal","Matrix Partners India, RTP Global",4000000.0,validation,2021-01-01
Qin1,1970,Noida,Education Technology,Re-imagining Kids of 21st Century!,Ishan Gupta,Venture Catalysts,0.0,early traction,2021-01-01
DotPe,1970,Gurgaon,Fintech,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.","Anurag Gupta, Gyanesh Sharma, Shailaz Nag","Info Edge, Ruizheng Investment",8000000.0,validation,2021-01-01
Taskmo,1970,Bangalore,Business-to-Business E-commerce,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,"Prashant Janadari, Naveen Ramchandra",Quess Corp India,1400000.0,others,2021-01-01
MasterMentors,1970,West Bengal,Education Technology,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,"Suraj Juneja, Vijay Rachh, and Aaquib Hussain",,1500000.0,others,2021-01-01
KIKO TV,1970,Mumbai,Business-to-Business E-commerce,KIKO TV is an AI-based short live video e-commerce platform.,Shivam Varshney,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund",0.0,early traction,2021-01-01
Quali55Care,1970,Mumbai,Healthcare,Deliver highly durable & affordable medical equipments on rental and sale.,Harddik K Patel,India Accelerator’s Angel Investor Network,0.0,validation,2021-01-01
Ruptok,1970,Delhi,Fintech,Ruptok operates as a fintech platform for gold loans,"Ankur Gupta, Akshita Gupta, Yashwardhan Aeren",Wurk,10000000.0,others,2021-01-01
RevFin,1970,Delhi,Fintech,RevFin is a digital lending company.,Sameer Aggarwal,Shell Foundation,0.0,others,2021-01-01
SeeVC,1970,Delhi,Technology Startup,Leverages artificial intelligence (AI) to build products for the education sector,"Shivam Sood, Lark Aakarshan",Jimmy Singh,1000000.0,validation,2021-01-01
Junio,1970,Delhi,Education Technology,Junio is a kids-focused digital pocket money-smart card.,Shankar Nath,"Kunal Shah, Deepak Abbot",1000000.0,others,2021-01-01
VenWiz,1970,Bangalore,Business-to-Business Services,Digitising the interactions between core industry and vendors for engineering services,"Rajesh Reddy, Sandesh Paturi","Accel, Nexus Venture",300000.0,validation,2021-01-01
Vista Rooms,1970,Mumbai,Hospitality,"Vista Rooms is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""","Amit Damani, Ankita Sheth, Pranav Maheshwari","Singapore Angel Network, Artha India Ventures",1000000.0,others,2021-01-01
Makers Hive,1970,Hyderabad,Technology Startup,"Makers Hive has made it possible to bring the people with amputations together by developing a fully functional, customizable",Pranav Vempati,"Starfish Growth Partners, Investpad",9000000.0,others,2021-01-01
Headfone,1970,Bangalore,Social Media,Headfone helps create and share the audio content with listeners.,"Pratham Khandelwal, Yogesh Sharma",Hashed,3000000.0,validation,2021-01-01
Zouk,1970,Mumbai,Fashion and Lifestyle,100% Vegan bags from India.,Disha Singh,Titan Capital,0.0,validation,2021-01-01
MPL,1970,Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,others,2021-01-01
GrowFix,1970,Bangalore,Fintech,Building high-yield Debt assets for retail investors,"Ajinkya Kulkarni, Abhik Patel","Zerodha's Rainmatter Capital, Better Capital",2000000.0,validation,2021-01-01
Bombay Shaving Company,1970,Delhi,Fashion and Lifestyle,"Bombay Shaving Company is a consumer goods company that focuses on developing a range of shave care, beard care, and skincare products.","Deepu Panicker, Raunak Munot, Rohit Jaiswal, Shantanu Deshpande","Sixth Sense Ventures, Colgate Palmolive",6000000.0,others,2021-01-01
Dunzo,1970,Bangalore,Delivery service,Dunzo is a hyper-local delivery app that connects users to the nearest delivery partner.,"Ankur Aggarwal, Dalvir Suri, Kabeer Biswas, Mukund Jha","Lightbox, Evolvence India Fund",40000000.0,early traction,2021-01-01
BeyondSkool,1970,Mumbai,Education Technology,BeyondSkool is a live upskilling platform for kids,Payal Gaba,Tomorrow Capital,2000000.0,validation,2021-01-01
Mindler,1970,Delhi,Education Technology,Mindler is a career counseling company that provides career development guidance counseling services for students.,Prateek Bhargava,"Inflection Point Ventures, DLabs",1000000.0,early traction,2021-01-01
Fashinza,1970,Gurgaon,B2B Manufacturing,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000.0,validation,2021-01-01
BharatPe,1970,Delhi,Fintech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",6000000.0,others,2021-01-01
Turnip,1970,Bangalore,Gaming,Turnip is a live game streaming and community platform.,"Aditya Sharma, Pooja Dubey",Elevation Capital,1600000.0,validation,2021-01-01
Furlenco,1970,Bangalore,Furniture and Home Decor,Furlenco is a subscription-based furniture rental platform that allows users to rent furniture on a monthly basis.,Ajith Karimpana,BlackSoil Capital,2000000.0,others,2021-01-01
Inficold,1970,Delhi,Solar,Provide uninterrupted and affordable cooling for refrigeration,"Himanshu Pokharna, Nitin Goel",Shell Foundation,900000.0,early traction,2021-01-01
KIWI,1970,Delhi,Transportation and Mobility,"A peer to peer support network, which would enable billions of users across the world","Imran Ladiwala, Mishu Ahluwalia","PointOne Capital, Core91 VC",250000.0,validation,2021-01-01
Digit Insurance,1970,Bangalore,Fintech,Digit Insurance is a financial services company that general insurance services.,Kamesh Goyal,"A91 Partners, Faering Capital",0.0,others,2021-01-01
BharatPe,1970,Delhi,Fintech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","InnoVen Capital, Steadview Capital",10000000.0,others,2021-01-01
MFine,1970,Bangalore,Healthcare,Mfine is an health-tech startup that offers an AI-powered online doctor consultation app.,"Ajit Narayanan, Ashutosh Lawania, Prasad Kompalli","Blockchain Capital, SBI Ven Capital",16000000.0,others,2021-01-01
Udayy,1970,Gurgaon,Education Technology,Interactive learning platform for kids,"Saumya Yadav, Mahak Garg, Karan Varshney",Alpha Wave Incubation,2500000.0,validation,2021-01-01
Lohum,1970,Noida,EV startup,Lohum manufactures lithium-ion battery packs and recovers critical battery materials from used lithium-ion batteries through recycling.,Rajat Verma,"Baring Private Equity Partners India, Talbros",7000000.0,others,2021-01-01
Darwinbox,1970,Hyderabad,Human Resources and HR Technology,Darwinbox is an end-to-end enterprise HR software that enables enterprises to automate entire employee lifecycle in one HR platform.,"Chaitanya Peddi, Jayant Paleti, Rohit Chennamaneni","Sequoia Capital India, 3one4 Capital",15000000.0,others,2021-01-01
DeHaat,1970,Patna,Agricultural Technology,DeHaat connects farmers to suppliers and buyers on a single platform.,"Shashank Kumar, Manish Kumar","Prosus Ventures, RTP Global",30000000.0,early traction,2021-01-01
Samunnati,1970,Chennai,Agricultural Technology,Samunnati is a specialized agriculture value chain enabler providing innovative and customized financial and non-financial solutions.,Anil Kumar,"U.S. International Development Finance Corp, responsAbility",10000000.0,others,2021-01-01
Biconomy,1970,Delhi,Blockchain startup,Biconomy is a technology company building transaction infrastructure for next-generation Web 3 applications.,"Ahmed Al-Balaghi, Aniket Jindal, Sachin Tomar","Binance Labs, Zee Prime Capital",1500000.0,validation,2021-01-01
True Elements,1970,Pune,Food and Beverages,"Committed to improving the quality of life, True Elements provides food that is packed with the goodness of nature!","Puru Gupta, Sreejith Moolayil",RP-Sanjiv Goenka Group,1000000.0,others,2021-01-01
Siply,1970,Bangalore,Fintech,Siply Services operates as a micro-savings platform.,Sousthav Chakrabarty,Inflection Point Ventures,1000000.0,validation,2021-01-01
Nao Spirits & Beverages Pvt Ltd,1970,Delhi,Beverages,India's first Craft Gin company,Anand Virmani,,2000000.0,early traction,2021-01-01
PurpleTutor,1970,Mumbai,Education Technology,PurpleTutor is the only coding platform that mandates every teacher to have a formal Computer Science degree,"Gaurav Perti, Yatish Gupta",IvyCap Ventures,300000.0,validation,2021-01-01
Karkhana.io,1970,Mumbai,Manufacturing startup,Karkhana.io is an on-demand manufacturing platform with a vision of digitalizing manufacturing.,Sonam Motwani,Zone Startups In,1500000.0,validation,2021-01-01
SSA Finserv,1970,Mumbai,Fintech,Small businesses-focused non-banking lender,Vikas Agarwal,Blue Ashva Capital,3000000.0,others,2021-01-01
CoinSwitch Kuber,1970,Bangalore,Cryptocurrency,Coinswitch.co is a cryptocurrency exchange aggregator platform.,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Ribbit Capital, Kunal Shah",15000000.0,early traction,2021-01-01
Paperfly,1970,Bangalore,Business-to-Business E-commerce,Paperfly is an e-commerce fulfillment and nationwide delivery solution in Bangladesh,"Shahriar Hasan, Md Razibul Islam, Rahath Ahmed, Shamsuddin Ahmed",Ecom Express,11000000.0,others,2021-01-01
Infra.Market,1970,Thane,Business-to-Business E-commerce,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,"Souvik Sengupta, Aaditya Sharda",InnoVen Capital,6000000.0,others,2021-01-01
ReadyAssist,1970,Bangalore,Automotive,"ReadyAssist is one of the India's leading 24/7 roadside assistance, breakdown support, towing and repairs provider for both Bikes & Cars.",Vimal Singh SV,Satish Grampurohit,1000000.0,validation,2021-01-01
Chalo,1970,Mumbai,Information Technology,Chalo is a free app that tracks buses live and tells you what time your bus will reach your stop.,"Mohit Dubey, Nikhil Aggarwal","Amit Singhal, Raine Ventures",7000000.0,others,2021-01-01
Udaan,1970,Bangalore,Business-to-Business E-commerce,"Udaan is a B2B trade platform that brings manufacturers, traders, retailers, and wholesalers into a single platform","Amod Malviya, Sujeet Kumar, Vaibhav Gupta","Octahedron Capital, Moonstone Capital",280000000.0,others,2021-01-01
Unacademy,1970,Bangalore,Education Technology,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic",50000000.0,others,2021-01-01
Ergos,1970,Samastipur,Agricultural Technology,Ergos is building an integrated supply chain platform that enables farmers to convert their grains to digital assets.,"Kishor Kumar Jha, Praveen Kumar","CDC Group, Aavishkaar Venture Capital",3000000.0,early traction,2021-01-01
Bolkar,1970,Bangalore,Social Media,Bolkar App is an Audio Based Q&A platform for the Next Billion Users.,"Abhishek Tripathi, Dhruv Kaushal, Prince Tripathi, Saurabh Rai","GSF, Pras Hanuma",0.0,others,2021-01-01
Wright Research,1970,Mumbai,Advisory firm,Quantitative Investment Management and Research,Sonam Srivastava,"Ajat Hukkoo, Piyush Chaplot",0.0,validation,2021-01-01
Knocksense,1970,Lucknow,Media and Entertainment,Knocksense which owns and operates an eponymous digital content platform.,"Varul Mayank, Vibhore Mayank, Vibhore Mayank","Mumbai Angels, Amitesh Pandey",200000.0,others,2021-01-01
Pariksha,1970,Pune,Education Technology,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India","Deepak Choudhary, Karanvir Singh Shekhawat, Utkarsh Bagri, Vikram Shekhawat","Venture Catalysts, 9Unicorns Accelerator Fund",1800000.0,others,2021-01-01
Toothsi,1970,Mumbai,Healthcare,ToothSi is a new age startup in the dental space providing smile correction services at home.,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale",Think Investments,5000000.0,early traction,2021-01-01
Jumbotail,1970,Bangalore,Food and Beverages,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.","Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, 23 High Networth Individuals (HNIs)",14300000.0,early traction,2021-01-01
Phi Commerce,1970,Pune,Fintech,"Payments Facilitator, Payments solution provider etc.","Anil Sharma, Jose Thattil, Rajesh Londhe, Tushar Shankar","Yatra Angel Network, BEENEXT",4000000.0,early traction,2021-01-01
Zupee,1970,Gurgaon,Gaming,Zupee is a skill-based gaming app that enables its users to play against each-other live,"Dilsher Singh Malhi, Siddhant Saurabh","Orios Venture Partners, Matrix Partners India",10000000.0,others,2021-01-01
Oneiric Gaming,1970,Chandigarh,Gaming,Oneiric Gaming connects to fellow dreamers around the globe over cult favorite games like Bluff and Cricket.,Avneet Singh,Trishneet Arora,0.0,others,2021-01-01
Finsall,1970,Bangalore,Insurance,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,validation,2021-01-01
Legalwiz.in,1970,Ahmedabad,Legal Technology,"LegalWiz.in is committed to provide high quality professional services for small businesses, start-up entrepreneurs and individuals.","Shrijay Sheth, Gaurav Barot",ContCentric,500000.0,others,2021-01-01
Practically,1970,Telangana,Education Technology,"Making Learning personal, immersive and experiental",Subbarao Siddabattula,Siana Capital,4000000.0,early traction,2021-01-01
Cred,1970,Bangalore,Fintech,CRED is a Bengaluru-based fintech startup that offers rewards for customers who use its platform to pay their credit card bills.,Kunal Shah,"DST Global, General Catalyst",81000000.0,early traction,2021-01-01
Devic Earth,1970,Bangalore,"Renewable Energy, Environmental Services, and Clean Technology","State-of-the-art air pollution control equipment to improve air quality across buildings, industries, and cities.",Dr Srikanth Sola,Blue Ashva Capital,1000000.0,others,2021-01-01
Zerone,1970,Gurgaon,Fintech,"Convert smartphones into a POS machine using our ZUP proximity payment technology, with no additional hardware and no need for NFC.",Jaijit Bhattacharya,Anthill Ventures,1300000.0,early traction,2021-01-01
boAt,1970,Mumbai,Fashion and Lifestyle,boAt is a lifestyle brand that deals in fashionable consumer electronics.,"Aman Gupta, Sameer Mehta","InnoVen Capital, InnoVen Capita",100000000.0,others,2021-01-01
Pocket Aces,1970,Mumbai,Media and Entertainment,Pocket Aces is a digital entertainment company focused on mobile video.,"Anirudh Pandita, Aditi Shrivastava, Ashwin Suresh","3one4 Capital, DSP Group",2000000.0,others,2021-01-01
Kyt,1970,Bangalore,Education Technology,"An online-first, global academy for extracurricular learning | Private & small group online classes for kids","Bhavik Rathod, Tripti Ahuja",Alpha Wave Incubation,5000000.0,early traction,2021-01-01
iMumz,1970,Bangalore,Healthcare,"iMumz empowers pregnant mothers to deliver healthy, happy, and intelligent babies through a positive lifestyle.","Dr Jaideep Malhotra, Rajesh Jagasia, Ravi Teja Akondi, Mayur Dhurpate","Enzia Ventures, AngelList",300000.0,others,2021-01-01
BharatPe,1970,Delhi,Fintech,BharatPe develops a QR code-based payment app for offline retailers and businesses.,"Ashneer Grover, Shashvat Nakrani","Steadview Capital, Insight Partners",8200000.0,others,2021-01-01
CropIn,1970,Bangalore,Agricultural Technology,CropIn is a leading AI and Data-led agri-tech organization that provides SaaS solutions to agribusinesses globally using deep learning.,Krishna Kumar,"Invested Development, Pratithi Investment Trust",20000000.0,early traction,2021-01-01
Vanity Wagon,1970,Haryana,"Cosmetics, Personal Care, and Beauty Products","Vanity Wagon is India’s #1 Natural Organic Beauty Marketplace. Buy Ayurvedic Natural Beauty Products in India for skin, hair & body care.",Prateek Ruhail,"Dhianu Das, Agility Venture Partners",200000.0,validation,2021-01-01
Oyo,1970,Gurgaon,Hospitality,OYO operates a branded network of hotels designed to offer standardized stay experiences.,Ritesh Agarwal,Hindustan Media Venture,7000000.0,early traction,2021-01-01
Agri10x,1970,Pune,Agricultural Technology,Agri10x integrates the entire Agri value-chain through a digital cooperative platform by harnessing emerging technologies,"Abhijith Naraparaju, Pankajj P. Ghode, Sundeep Bose",Omnivore,0.0,validation,2021-01-01
BlackSoil,1970,Mumbai,Fintech,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Awign Enterprises,4000000.0,others,2021-01-01
HobSpace,1970,Mumbai,Education Technology,HobSpace is a platform for extra-curricular activities online and offline for kids between 3-14 years.,"Priya Goel Sheth, Harsh Jain","Siddharth Bhaskar Shah, Upsparks",100000.0,early traction,2021-01-01
DcodeAI,1970,Delhi,Education Technology,EMPOWER LEARNERS TO BE FUTURE READY USING AI,"Kartik Sharma, Ashish Aggarwal",S Chand,500000.0,others,2021-01-01
Biocon Biologics,1970,Bangalore,BioTechnology,"Biocon is a fully integrated pure play biosimilars organization, globally engaged in developing high quality affordable biosimilars.",Kiran Mazumdar-Shaw,"Goldman Sachs, Tata Capital",70000000.0,others,2021-01-01
KiranaKart,1970,Mumbai,Business-to-Business E-commerce,A better model for instant grocery delivery in India.,"Kaivalya Vohra, Aadit Palicha",Global Founders Capital,720000.0,validation,2021-01-01
Meddo,1970,Gurgaon,Healthcare,Meddo is an end-to-end medical services provider,Saurabh Kochhar,"growX ventures, Venture Gurukool",3000000.0,early traction,2021-01-01
SP Robotic Works,1970,Chennai,Education Technology,An innovative place to explore next-generation technologies for students and all tech enthusiasts.,"Sneha Priya, Pranavan S",Mount Judi India Growth Fund,3000000.0,early traction,2021-01-01
3SC,1970,Gurgaon,Supply Chain and Logistics,An end-to-end supply chain analytics company that provides execution and analytics solutions which are comprehensive and customized.,"Lalit, Sarita Das",GEF Capital’s South Asia Fund,15000000.0,early traction,2021-01-01
Chai Waale,1970,Chennai,Food and Beverages,"A wide range of exotic flavoured chai, in the most hygienic ambience at pocket-friendly prices.",Vidur Maheswari,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,others,2021-01-01
Minimalist,1970,Jaipur,"Cosmetics, Personal Care, and Beauty Products",Affordable skincare for all,"Mohit, Rahul Yadav",Sequoia Capital,10000000.0,early traction,2021-01-01
Biconomy,1970,Delhi,Blockchain,Developer platform to enable a simplified transaction and onboarding experience for Web3 projects,"Aniket Jindal, Sachin Tomar","Mechanism Capital, DACM",9000000.0,others,2021-01-01
Fixcraft,1970,Gurgaon,Automotive,India's Most Trusted Automotive Repair Brand,"Vivek Sharma, Abhishek Goyal, Inderjeet Rao",,1000000.0,early traction,2021-01-01
Slice,1970,Bangalore,Financial Services,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",Rajan Bajaj,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,others,2021-01-01
90+ My Tuition App,1970,Bangalore,Education Technology,Daskalos Virtual Academy Pvt Ltd is a company set up by a group of professionals who perform innovative work in management.,Vingish Vijay,Pearl Investment LLC,5000000.0,early traction,2021-01-01
Wasabi,1970,Bangalore,Consulting,Help small businesses grow their sales via our customer interaction and growth platform.,"Pradeep Dodle, Nikhil Goenka","021 Capital, Sparrow Capital",1800000.0,validation,2021-01-01
Strata,1970,Bangalore,Real Estate and Property Technology,Strata is an innovative tech-driven platform redefining Fractional Investments in Premium Commercial Real Estate,"Sudarshan Lodha, Priyanka Rathore","Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,early traction,2021-01-01
Ourbetterplanet,1970,Bangalore,Business-to-Business E-commerce,A curated online marketplace for all things sustainable!,Pallavi Srivastava,VANS Group,300000.0,validation,2021-01-01
Murf.ai,1970,Bangalore,Software-as-a-Service,"Murf AI is working on simplifying voice audio and making high-quality voice overs accessible to everyone, using artificial intelligence.","Sneha Roy, Ankur Edkie, Divyanshu Pandey",Elevation Capital,1500000.0,validation,2021-01-01
JetSynthesys,1970,Pune,Media and Entertainment,"JetSynthesys is the group's most innovative company in the promising Digital and Technology Business World with a vision to create world class digital products, platforms and services in India",Rajan navani,Sachin Tendulkar,2000000.0,others,2021-01-01
MYFITNESS,1970,Silvassa,Fitness,"A new age D2C health & fitness brand with a mission to deliver products that taste good, feel good and do good.","Mohammad Patel, Rahil Virani",9Unicorns,1000000.0,validation,2021-01-01
I am Love,1970,Mumbai,Healthcare,"I am Love came into existence in early 2020, with the aim of redefining the relationship we have with our health.",Shilpa Rathi,Xentel Investments,4000000.0,validation,2021-01-01
MyGlamm,1970,Mumbai,Direct-to-Consumer,MyGlamm is India’s fastest growing direct-to-consumer beauty brand.,"Darpan Sanghvi, Priyanka Gill",Accel Partners,40000000.0,others,2021-01-01
Gumlet,1970,Bangalore,Information Technology,Gumlet has built a new-age media delivery infrastructure that provides low code or no-code integration plugins that automate the entire media publishing pipeline.,"Divyesh Patel, Aditya Patadia",Sequoia’s Surge,1600000.0,others,2021-01-01
