company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
Smart Express,1970,Mumbai,Supply Chain and Logistics,India’s Most Innovative and Awarded Express Logistics Company.,Yogesh Dhingra,"IIFL India Private Equity Fund, Smiti Holding & Trading Company",10000000.0,validation,2021-01-01
Smallcase,1970,Bangalore,Fintech,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",Faering Capital,40000000.0,early traction,2021-01-01
SATYA MicroCapital,1970,Delhi,Financial Services,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,Vivek Tiwari,"responsAbility Investments, Blue Orchard",10000000.0,others,2021-01-01
Snack Amor,1970,Mumbai,Food and Beverages,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Deepak Grover,"Sanchit Agarwal, Sujan Sinha, Michael Cooke",0.0,others,2021-01-01
Postman,1970,Bangalore,Computer Software,Postman is the collaboration platform for API development.,"Abhinav Asthana, Abhijit Kane, Ankit Sobti","CRV, Nexus Venture Partners",225000000.0,early traction,2021-01-01
Hashnode,1970,Bangalore,Computer Software,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed Fazle Rahman, Sandeep Panda","Salesforce Ventures, Sierra Ventures, Sequoia Capital India’s Surge",6700000.0,early traction,2021-01-01
RACEnergy,1970,Hyderabad,Automotive,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,"Micelio Fund, growX ventures",1300000.0,validation,2021-01-01
BharatPe,1970,Delhi,Fintech,The vision to make financial inclusion a reality for Indian merchants.,"Ashneer Grover, Shashvat Nakrani","IIFL Wealth, Asset Management, Northern Arc Capital",20000000.0,others,2021-01-01
Gyde,1970,Pune,Computer Software,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Prasanna Vaidya, Shubham Deshmukh","Better Capital, Ashish Achrekar",250000.0,validation,2021-01-01
BatteryPool,1970,Pune,Automotive,Building the Operating System for managing Electric Vehicles in fleets.,Ashwin Shankar,IAN,0.0,validation,2021-01-01
AgNext,1970,Chandigarh,Agricultural Technology,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Taranjeet Singh Bhamra,Alpha Wave Incubation,21000000.0,early traction,2021-01-01
Xpresslane,1970,Bangalore,Technology Startup,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",Ashwin Koorakula,"Point One Capital, Yatra Angel Network (YAN), Opus Consulting, Manipal Technologies.",400000.0,validation,2021-01-01
LoanKuber,1970,Delhi,Financial Services,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,Saurabh Nagpal,,1200000.0,early traction,2021-01-01
OYO,1970,Gurgaon,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,Ritesh Agarwal,Microsoft,5000000.0,early traction,2021-01-01
Rapido,1970,Bangalore,Information Technology,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh","Shell Ventures, Yamaha, Kunal Shah",52000000.0,others,2021-01-01
YPay,1970,Noida,Fintech,YPay Card is the new way to manage money.,Dr Navneet Gupta,We Founder Circle,400000.0,others,2021-01-01
SleepyCat,1970,Mumbai,Furniture and Home Decor,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,Kabir Siddiq,"Saama Capital, DSG Consumer Partners, Sharrp Ventures",3800000.0,others,2021-01-01
Ultrahuman,1970,Bangalore,Healthcare,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer,17500000.0,others,2021-01-01
UpScalio,1970,Gurgaon,Business-to-Business E-commerce,"UpScalio is India’s next generation, data-driven consumer goods company.",Gautam Kshatriya,,42000000.0,others,2021-01-01
Yellow Class,1970,Gurgaon,Education Technology,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on","Anshul Gupta, Arpit Mittal",Elevation Capital,6000000.0,others,2021-01-01
Yojak,1970,Gurgaon,Business-to-Business E-commerce,India’s first B2B online marketplace for building material.,Anuj Jain,Info Edge Ventures,3800000.0,others,2021-01-01
CreatorStack,1970,Bangalore,Computer Software,Helping creators globally to engage deeply with their fans and communities,"Ankit Acharya, Kevin William David",Accel,2000000.0,others,2021-01-01
Expertrons,1970,Mumbai,Education Technology,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solank, Vivek Gupta","Venture Catalysts, Auxano Capital, Venture Garage, Yoga Capital, Ah!Ventures, Lead Angels",2300000.0,others,2021-01-01
Rage Coffee,1970,Delhi,Food and Beverages,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Bharat Sethi,Sixth Sense Ventures,5000000.0,others,2021-01-01
Klub,1970,Bangalore,Financial Services,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"Anurakt Jain, Ishita Verma","9Unicorns, Sequoia Capital India’s Surge",20000000.0,others,2021-01-01
Navia Life Care,1970,Delhi,Healthcare,Navia Life Care is a health technlogy company with a special focus on patient care.,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta","Anicut Angel Fund, 9 Unicorns",1000000.0,others,2021-01-01
1K Kirana Bazaar,1970,Gurgaon,Retail,India's First and Largest Network of Small-Town Kirana Stores,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh","Info Edge, FalconEdge",7000000.0,others,2021-01-01
Zupee,1970,Gurgaon,Gaming,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","Dilsher Singh, Siddhant Saurabh","WestCap Group, Tomales Bay Capital",30000000.0,others,2021-01-01
Locale.ai,1970,Bangalore,Analytics and Data Science,Location Analytics for Companies With Moving Assets and Ground Operations.,"Rishabh Jain, Aditi Sinha","Chiratae Ventures, Better Capital",1000000.0,others,2021-01-01
VerSe Innovation,1970,Bangalore,Media and Entertainment,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",Umang Bedi,"Siguler Guff, Baillie Gifford",450000000.0,others,2021-01-01
MetroRide,1970,Bangalore,Transportation and Mobility,"Urban Mobility Affordable, Punctual & Sustainable.","Girish Nagpal, Kaaman Agarwal",,0.0,others,2021-01-01
Miko,1970,Mumbai,Consumer Goods and Services,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar","IIFL AMC, Mankind Pharma Family Office, Aroa Ventures",28000000.0,others,2021-01-01
Whiz League,1970,Delhi,Education Technology,Revolutionizing learning experience that goes beyond academia,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,300000.0,others,2021-01-01
Hash,1970,Delhi,Tobacco,Hash is a new startup in consumer goods.,Shwetank Jain,Amrac Investment Trust,3500000.0,others,2021-01-01
Unacademy,1970,Bangalore,Education Technology,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,0.0,others,2021-01-01
Log 9 Materials,1970,Bangalore,Deep Technology,Log9 Materials is on a mission to make global energy 100% clean.,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,8500000.0,early traction,2021-01-01
upGrad,1970,Mumbai,Education Technology,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.","Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline Finance,25000000.0,others,2021-01-01
FlashPrep,1970,Bangalore,Education Technology,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,validation,2021-01-01
Kenko Health,1970,Mumbai,Insurance,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","Aniruddha Sen, Dhiraj Goel","BEENEXT, Orios",1700000.0,early traction,2021-01-01
Wiz Freight,1970,Chennai,Supply Chain and Logistics,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.","Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor,3500000.0,validation,2021-01-01
Credgenics,1970,Delhi,Financial Services,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners",25000000.0,early traction,2021-01-01
BlueLearn,1970,Goa,Education Technology,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha",400000.0,validation,2021-01-01
NimbleBox.ai,1970,Chennai,Machine Learning Operations,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,1000000.0,validation,2021-01-01
Pickrr,1970,Gurgaon,Supply Chain and Logistics,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital",12000000.0,early traction,2021-01-01
Stellaris Venture Partners,1970,Bangalore,Venture Capital,Early-stage tech VC in India.,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",,225000000.0,others,2021-01-01
Grip Invest,1970,Gurgaon,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners",3000000.0,early traction,2021-01-01
Heads Up For Tails,1970,Delhi,Pet Care and Veterinary Services,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",Rashi Sanon,"Verlinvest, Sequoia Capital India",37000000.0,early traction,2021-01-01
Blue Tokai Coffee Roasters,1970,Delhi,Food and Beverages,"Source, roast, and brew India's best single-origin Arabica coffee.","Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000.0,early traction,2021-01-01
Neeman,1970,Hyderabad,Consumer Goods and Services,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Taran Chhabra,Sixth Sense Ventures,2000000.0,early traction,2021-01-01
BharatPe,1970,Delhi,Fintech,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.","Ashneer Grover, Shashvat Nakrani",Tiger Global,370000000.0,early traction,2021-01-01
GoSats,1970,Bangalore,Fintech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,validation,2021-01-01
StockGro,1970,Bangalore,Fintech,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,"Roots Ventures, Velo Partners",5000000.0,early traction,2021-01-01
Onsurity,1970,Bangalore,Healthcare,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!","Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000.0,early traction,2021-01-01
Khabri,1970,Gurgaon,Media and Entertainment,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,"Pulkit Sharma, Aankit Roy, Sandeep Singh",,2000000.0,early traction,2021-01-01
Celcius,1970,Mumbai,Supply Chain and Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners",500000.0,others,2021-01-01
AyuRythm,1970,Bangalore,Healthcare,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,Abhilesh Gupta,SucSEED Indovation Fund,0.0,validation,2021-01-01
Enguru,1970,Bangalore,Education Technology,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni",0.0,early traction,2021-01-01
Rocket Skills,1970,Gurgaon,Education Technology,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital",200000.0,validation,2021-01-01
RenewBuy,1970,Gurgaon,Fintech,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Balachander Sekhar,Evolvence Capital,10000000.0,early traction,2021-01-01
Faarms,1970,Bangalore,Agricultural Technology,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,"Taranbir Singh, Alok Duggal",,2000000.0,validation,2021-01-01
UrbanMatrix Technologies,1970,Chennai,Drone Technology,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,100000.0,others,2021-01-01
Jupiter,1970,Mumbai,Financial Services,"A digital banking experience that keeps pace with you, and helps master money too.",Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India",44000000.0,early traction,2021-01-01
Pixuate,1970,Bangalore,Deep Technology,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.","Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund,1000000.0,validation,2021-01-01
